/home/workspace/sim-training-data/IMG/center_2020_02_25_07_41_08_443.jpg,/home/workspace/sim-training-data/IMG/left_2020_02_25_07_41_08_443.jpg,/home/workspace/sim-training-data/IMG/right_2020_02_25_07_41_08_443.jpg,-0.7169811,1,0,6.58487
/home/workspace/sim-training-data/IMG/center_2020_02_25_07_41_08_515.jpg,/home/workspace/sim-training-data/IMG/left_2020_02_25_07_41_08_515.jpg,/home/workspace/sim-training-data/IMG/right_2020_02_25_07_41_08_515.jpg,-0.7169811,1,0,7.484323
/home/workspace/sim-training-data/IMG/center_2020_02_25_07_41_08_583.jpg,/home/workspace/sim-training-data/IMG/left_2020_02_25_07_41_08_583.jpg,/home/workspace/sim-training-data/IMG/right_2020_02_25_07_41_08_583.jpg,-0.7169811,1,0,8.154277
/home/workspace/sim-training-data/IMG/center_2020_02_25_07_41_08_654.jpg,/home/workspace/sim-training-data/IMG/left_2020_02_25_07_41_08_654.jpg,/home/workspace/sim-training-data/IMG/right_2020_02_25_07_41_08_654.jpg,-0.7169811,1,0,8.82023
/home/workspace/sim-training-data/IMG/center_2020_02_25_07_41_08_727.jpg,/home/workspace/sim-training-data/IMG/left_2020_02_25_07_41_08_727.jpg,/home/workspace/sim-training-data/IMG/right_2020_02_25_07_41_08_727.jpg,-0.7169811,0.9139419,0,9.681785
/home/workspace/sim-training-data/IMG/center_2020_02_25_07_41_08_798.jpg,/home/workspace/sim-training-data/IMG/left_2020_02_25_07_41_08_798.jpg,/home/workspace/sim-training-data/IMG/right_2020_02_25_07_41_08_798.jpg,-0.7169811,0.6756186,0,10.35039
/home/workspace/sim-training-data/IMG/center_2020_02_25_07_41_08_868.jpg,/home/workspace/sim-training-data/IMG/left_2020_02_25_07_41_08_868.jpg,/home/workspace/sim-training-data/IMG/right_2020_02_25_07_41_08_868.jpg,-0.7169811,0.4967589,0,10.70075
/home/workspace/sim-training-data/IMG/center_2020_02_25_07_41_08_940.jpg,/home/workspace/sim-training-data/IMG/left_2020_02_25_07_41_08_940.jpg,/home/workspace/sim-training-data/IMG/right_2020_02_25_07_41_08_940.jpg,-0.7075471,0.2490966,0,10.95817
/home/workspace/sim-training-data/IMG/center_2020_02_25_07_41_09_011.jpg,/home/workspace/sim-training-data/IMG/left_2020_02_25_07_41_09_011.jpg,/home/workspace/sim-training-data/IMG/right_2020_02_25_07_41_09_011.jpg,-0.6792453,0.06507349,0,11.00702
/home/workspace/sim-training-data/IMG/center_2020_02_25_07_41_09_085.jpg,/home/workspace/sim-training-data/IMG/left_2020_02_25_07_41_09_085.jpg,/home/workspace/sim-training-data/IMG/right_2020_02_25_07_41_09_085.jpg,-0.6792453,0,0,10.92839
/home/workspace/sim-training-data/IMG/center_2020_02_25_07_41_09_160.jpg,/home/workspace/sim-training-data/IMG/left_2020_02_25_07_41_09_160.jpg,/home/workspace/sim-training-data/IMG/right_2020_02_25_07_41_09_160.jpg,-0.6792453,0,0,10.8387
/home/workspace/sim-training-data/IMG/center_2020_02_25_07_41_09_228.jpg,/home/workspace/sim-training-data/IMG/left_2020_02_25_07_41_09_228.jpg,/home/workspace/sim-training-data/IMG/right_2020_02_25_07_41_09_228.jpg,-0.6792453,0,0,10.77016
/home/workspace/sim-training-data/IMG/center_2020_02_25_07_41_09_300.jpg,/home/workspace/sim-training-data/IMG/left_2020_02_25_07_41_09_300.jpg,/home/workspace/sim-training-data/IMG/right_2020_02_25_07_41_09_300.jpg,-0.6792453,0,0,10.6788
